	Length
RBBP4P6	202
RBBP5	4404
RBBP6	10475
RBBP7	7392
RBBP8	5091
RBBP8NL	2793
RBBP8P1	1844
RBBP9	3861
RBCK1	4024
RBFA	3722
RBFADN	6623
RBFOX1	10121
RBFOX2	10014
RBFOX3	9873
RBKS	3585
RBL1	5954
RBL2	7320
RBM10	3889
RBM11	2360
RBM11P1	799
RBM12	6702
RBM12B	7618
RBM12B-AS1	653
RBM14	3937
RBM14-RBM4	2577
RBM15	4670
RBM15-AS1	2611
RBM15B	6641
RBM17	6419
RBM17P1	1190
RBM17P2	1405
RBM17P3	1192
RBM17P4	1192
RBM18	5193
RBM19	5912
RBM20	8162
RBM22	3615
RBM22P1	1214
RBM22P12	1255
RBM22P13	1244
RBM22P2	1814
RBM22P3	954
RBM22P4	1240
RBM22P5	1277
RBM22P6	867
RBM22P7	280
RBM23	14022
RBM24	3444
RBM25	11859
RBM26	10122
RBM26-AS1	3747
RBM27	6578
RBM28	15866
RBM3	3731
RBM33	13132
RBM34	3113
RBM38	2686
RBM39	11936
RBM4	6589
RBM41	6101
RBM42	2206
RBM43	4717
RBM43P1	1081
RBM44	6049
RBM45	4784
RBM46	4027
RBM47	8544
RBM48	4353
RBM48P1	1102
RBM4B	4325
RBM5	10368
RBM5-AS1	1386
RBM6	7302
RBM7	7885
RBM8A	5585
RBM8B	525
RBMS1	11765
RBMS1P1	1156
RBMS2	8808
RBMS2P1	1226
RBMS3	18339
RBMS3-AS1	554
RBMS3-AS2	2303
RBMS3-AS3	787
RBMX	5882
RBMX2	2491
RBMX2P1	836
RBMX2P2	946
RBMX2P3	957
RBMX2P4	376
RBMX2P5	969
RBMXL1	5087
RBMXL2	1874
RBMXL3	3442
RBMXP1	1191
RBMXP2	1168
RBMXP4	1134
RBMY1A1	2252
RBMY1A3P	1404
RBMY1B	2266
RBMY1D	1921
RBMY1E	1921
RBMY1F	1921
RBMY1HP	1389
RBMY1J	1895
RBMY1KP	476
RBMY2AP	1157
RBMY2BP	1156
RBMY2CP	1157
RBMY2DP	1157
RBMY2EP	940
RBMY2FP	2914
RBMY2GP	1034
RBMY2HP	720
RBMY2JP	1059
RBMY2KP	992
RBMY2NP	1028
RBMY2OP	810
RBMY2QP	1147
RBMY2TP	947
RBMY2UP	324
RBMY2WP	894
RBMY2XP	895
RBMY2YP	912
RBMY3AP	1145
RBP1	3905
RBP2	845
RBP3	4276
RBP4	1449
RBP5	1369
RBP7	861
RBPJ	9253
RBPJL	2763
RBPJP2	1444
RBPJP5	1447
RBPJP6	1431
RBPJP7	1447
RBPMS	8931
RBPMS-AS1	1171
RBPMS2	2101
RBPMS2P1	623
RBPMSLP	502
RBSN	7921
RBX1	3092
RC3H1	11508
RC3H1-IT1	448
RC3H2	11545
RCAN1	6990
RCAN2	3712
RCAN3	7077
RCBTB1	4534
RCBTB2	3545
RCBTB2P1	1462
RCC1	3888
RCC1L	4196
RCC2	4126
RCC2P1	1476
RCC2P2	918
RCC2P3	1537
RCC2P4	1042
RCC2P5	1487
RCC2P6	1557
RCC2P7	1264
RCC2P8	1035
RCCD1	4969
RCE1	2995
RCHY1	6565
RCL1	4215
RCN1	4675
RCN1P1	996
RCN1P2	915
RCN2	10019
RCN3	2093
RCOR1	6202
RCOR2	2738
RCOR3	9092
RCSD1	5718
RCVRN	2921
RD3	4266
RD3L	1454
RDH10	5321
RDH10-AS1	3801
RDH11	5518
RDH12	2356
RDH13	8594
RDH14	1587
RDH16	3464
RDH5	2983
RDH8	2001
RDM1	1975
RDM1P1	470
RDM1P2	470
RDM1P3	579
RDM1P4	136
RDM1P5	4171
RDX	8528
REC114	927
REC8	3844
RECK	6045
RECQL	3778
RECQL4	4236
RECQL5	8766
REELD1	2260
REEP1	5846
REEP2	3284
REEP3	5248
REEP4	2266
REEP5	4230
REEP6	2449
REG1A	1725
REG1B	2384
REG1CP	2586
REG3A	1583
REG3G	1845
REG4	3493
REL	13170
RELA	5464
RELB	3035
RELCH	10690
RELL1	1947
RELL2	2596
RELN	12642
RELT	6322
REM1	1665
REM2	2305
REN	1734
RENBP	2057
REP15	1078
REPIN1	4649
REPS1	9602
REPS2	11311
RER1	5691
RERE	11503
RERE-AS1	702
REREP1Y	198
REREP2Y	200
RERG	4157
RERG-AS1	337
RERG-IT1	301
RERGL	1549
RESP18	1140
REST	7983
RET	6911
RETN	520
RETNLB	1106
RETREG1	4568
RETREG2	5689
RETREG3	5145
RETSAT	4005
REV1	7769
REV3L	12425
REV3L-IT1	382
REX1BD	3370
REXO1	5561
REXO1L10P	1290
REXO1L11P	1927
REXO1L12P	912
REXO1L1P	7056
REXO1L2P	2069
REXO1L3P	1288
REXO1L4P	1937
REXO1L5P	2098
REXO1L6P	1603
REXO1L8P	1897
REXO1L9P	2108
REXO2	3699
REXO4	2654
REXO5	4114
RF00001	422
RF00002	1369
RF00003	2589
RF00004	3243
RF00006	396
RF00012	10862
RF00015	727
RF00016	90
RF00017	47946
RF00019	79078
RF00024	438
RF00026	3379
RF00045	710
RF00049	80
RF00056	379
RF00066	436
RF00070	68
RF00072	775
RF00086	72
RF00088	70
RF00090	713
RF00091	813
RF00092	707
RF00093	140
RF00096	2945
RF00099	125
RF00100	1870
RF00105	135
RF00108	263
RF00133	88
RF00134	89
RF00136	227
RF00137	77
RF00139	875
RF00150	137
RF00151	66
RF00152	84
RF00153	86
RF00154	144
RF00156	3203
RF00157	304
RF00181	464
RF00189	68
RF00190	259
RF00191	414
RF00201	112
RF00212	210
RF00218	206
RF00263	472
RF00264	479
RF00265	137
RF00271	159
RF00272	913
RF00273	136
RF00275	424
RF00278	141
RF00279	366
RF00280	77
RF00283	167
RF00284	462
RF00285	274
RF00287	61
RF00322	3133
RF00324	161
RF00334	457
RF00340	259
RF00342	72
RF00345	80
RF00392	131
RF00393	516
RF00394	563
RF00397	141
RF00398	94
RF00399	135
RF00401	393
RF00402	2127
RF00404	153
RF00405	108
RF00406	271
RF00407	406
RF00408	403
RF00409	670
RF00410	407
RF00411	393
RF00413	373
RF00414	134
RF00415	129
RF00416	647
RF00418	136
RF00421	358
RF00422	267
RF00423	123
RF00424	909
RF00425	863
RF00426	374
RF00428	131
RF00432	1566
RF00438	400
RF00440	131
RF00443	479
RF00477	99
RF00478	238
RF00492	554
RF00493	140
RF00494	320
RF00537	236
RF00554	1472
RF00560	645
RF00561	2249
RF00564	416
RF00566	128
RF00568	1250
RF00569	73
RF00570	67
RF00571	144
RF00572	76
RF00573	108
RF00586	304
RF00588	69
RF00591	284
RF00592	134
RF00593	88
RF00598	272
RF00599	237
RF00601	764
RF00602	294
RF00603	104
RF00604	91
RF00611	86
RF00612	118
RF00614	640
RF00618	95
RF00619	235
RF00621	192
RF00622	78
RF00635	118
RF01159	71
RF01161	139
RF01169	144
RF01182	85
RF01183	80
RF01210	3120
RF01225	754
RF01233	808
RF01241	545
RF01293	299
RF01299	69
RF01518	1167
RF01684	115
RF01699	457
RF01778	142
RF01848	434
RF01871	95
RF01872	105
RF01873	107
RF01874	135
RF01875	149
RF01876	85
RF01877	377
RF01879	165
RF01880	85
RF01881	126
RF01882	145
RF01883	87
RF01884	152
RF01887	180
RF01888	207
RF01891	237
RF01892	181
RF01894	409
RF01905	69
RF01906	97
RF01909	150
RF01928	204
RF01946	464
RF01947	196
RF01948	116
RF01950	226
RF01951	232
RF01953	276
RF01954	109
RF01955	120
RF01956	105
RF01957	159
RF01963	136
RF01964	109
RF01965	107
RF01966	126
RF01967	203
RF01968	268
RF01969	165
RF01970	193
RF01971	154
RF01972	142
RF01973	138
RF01974	231
RF01975	125
RF01976	215
RF01977	59
RF01978	102
RF01979	145
RF01981	131
RF01983	154
RF01984	128
RF01986	100
RF01987	78
RF01992	203
RF02038	91
RF02039	121
RF02040	57
RF02041	376
RF02042	337
RF02043	165
RF02045	144
RF02089	79
RF02090	201
RF02091	391
RF02101	240
RF02102	205
RF02103	190
RF02104	342
RF02105	240
RF02106	180
RF02107	146
RF02108	116
RF02109	168
RF02110	384
RF02112	213
RF02113	218
RF02114	119
RF02115	108
RF02116	296
RF02118	127
RF02119	71
RF02120	94
RF02121	147
RF02122	218
RF02123	147
RF02124	135
RF02125	69
RF02126	70
RF02127	103
RF02128	114
RF02130	112
RF02131	121
RF02132	127
RF02133	81
RF02134	230
RF02135	175
RF02137	98
RF02138	187
RF02139	98
RF02140	233
RF02141	203
RF02142	179
RF02143	238
RF02145	97
RF02146	122
RF02148	140
RF02149	235
RF02150	99
RF02154	133
RF02155	99
RF02156	173
RF02157	149
RF02158	108
RF02159	217
RF02160	250
RF02161	131
RF02164	194
RF02166	95
RF02171	176
RF02172	71
RF02173	266
RF02174	131
RF02175	124
RF02176	167
RF02177	157
RF02178	161
RF02179	116
RF02180	111
RF02181	72
RF02183	74
RF02184	137
RF02185	115
RF02187	200
RF02188	172
RF02189	293
RF02190	213
RF02192	119
RF02193	137
RF02195	152
RF02196	182
RF02197	161
RF02198	162
RF02199	157
RF02200	181
RF02201	112
RF02202	75
RF02203	109
RF02204	137
RF02205	234
RF02208	121
RF02209	294
RF02210	275
RF02211	79
RF02212	201
RF02213	80
RF02215	198
RF02216	93
RF02217	87
RF02218	68
RF02219	152
RF02220	104
RF02246	87
RF02247	217
RF02248	75
RF02249	324
RF02250	271
RF02251	196
RF02252	201
RF02266	68
RF02271	6033
RF02272	197
RF02275	77
RF02277	125
RFC1	6719
RFC2	2211
RFC3	2874
RFC3P1	682
RFC4	2997
RFC5	3249
RFC5P1	874
RFESD	5062
RFESDP1	461
RFFL	8512
RFK	3877
RFKP1	428
RFKP2	477
RFLNA	3173
RFLNB	3621
RFNG	3865
RFPL1	1496
RFPL1S	6271
RFPL2	2718
RFPL3	1501
RFPL3S	1790
RFPL4A	1035
RFPL4AL1	908
RFPL4AP1	850
RFPL4AP3	345
RFPL4AP5	504
RFPL4AP6	846
RFPL4AP7	215
RFPL4B	1900
RFT1	5488
RFTN1	4776
RFTN1P1	1842
RFTN2	6007
RFWD2P1	2176
RFWD3	6465
RFX1	5465
RFX2	9094
RFX3	11169
RFX3-AS1	1562
RFX4	6783
RFX5	4586
RFX6	4093
RFX7	10588
RFX8	2854
RFXANK	2503
RFXAP	2306
RGCC	1032
RGL1	5305
RGL2	4541
RGL3	4358
RGL4	4715
RGMA	13221
RGMB	6671
RGMB-AS1	2344
RGN	2811
RGP1	7116
RGPD1	7166
RGPD2	7023
RGPD3	5818
RGPD4	5464
RGPD4-AS1	2500
RGPD5	14175
RGPD6	13309
RGPD8	6886
RGR	4256
RGS1	4117
RGS10	1252
RGS11	4798
RGS12	13755
RGS13	5923
RGS14	3797
RGS16	2427
RGS17	7899
RGS17P1	553
RGS18	2806
RGS19	2028
RGS2	2096
RGS20	3192
RGS21	1794
RGS22	6363
RGS3	13793
RGS4	4836
RGS5	9913
RGS6	8937
RGS7	2575
RGS7BP	4379
RGS8	6685
RGS9	6990
RGS9BP	2894
RGSL1	9063
RHAG	2691
RHBDD1	6926
RHBDD2	2441
RHBDD3	3014
RHBDF1	4914
RHBDF1P1	1941
RHBDF2	6924
RHBDL1	1884
RHBDL2	2795
RHBDL3	5404
RHBG	3383
RHCE	2433
RHCG	2607
RHD	3313
RHEB	3535
RHEBL1	1290
RHEBP1	556
RHEBP2	600
RHEBP3	351
RHEX	2181
RHNO1	2643
RHO	2592
RHOA	2582
RHOA-IT1	517
RHOB	2372
RHOBTB1	4841
RHOBTB2	6580
RHOBTB3	8833
RHOC	4028
RHOD	1265
RHOF	6181
RHOG	1782
RHOH	6608
RHOJ	3793
RHOQ	4619
RHOQP1	579
RHOQP2	579
RHOQP3	621
RHOT1	6446
RHOT1P1	324
RHOT1P2	333
RHOT1P3	331
RHOT2	5174
RHOU	4372
RHOV	1705
RHOXF1	769
RHOXF1-AS1	2495
RHOXF1P1	1626
RHOXF1P2	502
RHOXF1P3	2669
RHOXF2	2900
RHOXF2B	2864
RHPN1	4172
RHPN1-AS1	1918
RHPN2	4804
RIBC1	2993
RIBC2	1815
RIC1	8591
RIC3	7657
RIC8A	6685
RIC8B	7795
RICTOR	13550
RIDA	1567
RIF1	18166
RIIAD1	2261
RILP	2103
RILPL1	8670
RILPL2	6141
RIMBP2	9655
RIMBP3	6105
RIMBP3B	6105
RIMBP3C	6105
RIMKLA	8981
RIMKLB	8619
RIMKLBP1	1164
RIMKLBP2	654
RIMS1	12788
RIMS2	13619
RIMS3	7235
RIMS4	5206
RIN1	5469
RIN2	8273
RIN3	8683
RING1	1818
RINL	4201
RINT1	3655
RIOK1	3237
RIOK2	5502
RIOK3	5320
RIOK3P1	1528
RIOX1	2429
RIOX2	6880
RIPK1	4231
RIPK2	3117
RIPK3	3256
RIPK4	4033
RIPOR1	6729
RIPOR2	9536
RIPOR3	6009
RIPPLY1	1190
RIPPLY2	4172
RIPPLY3	2319
RIT1	3919
RIT2	2045
RITA1	2309
RLBP1	1985
RLF	6246
RLIM	8379
RLIMP1	1680
RLIMP2	1563
RLN1	1102
RLN2	1278
RLN3	692
RMC1	3090
RMDN1	5646
RMDN2	5999
RMDN2-AS1	3282
RMDN3	5114
RMI1	3507
RMI2	3632
RMND1	4747
RMND5A	6804
RMND5B	7701
RMRP	268
RMRPP5	267
RMST	6421
RN7SK	328
RN7SKP1	307
RN7SKP10	325
RN7SKP100	284
RN7SKP101	320
RN7SKP102	315
RN7SKP103	320
RN7SKP104	328
RN7SKP105	314
RN7SKP106	272
RN7SKP107	290
RN7SKP108	328
RN7SKP109	316
RN7SKP11	287
RN7SKP110	285
RN7SKP111	271
RN7SKP112	318
RN7SKP113	295
RN7SKP114	279
RN7SKP115	317
RN7SKP116	319
RN7SKP117	264
RN7SKP118	330
RN7SKP119	273
RN7SKP12	143
RN7SKP120	341
RN7SKP121	305
RN7SKP122	296
RN7SKP123	291
RN7SKP124	341
RN7SKP125	302
RN7SKP126	300
RN7SKP127	354
RN7SKP128	303
RN7SKP129	299
RN7SKP13	244
RN7SKP130	301
RN7SKP131	301
RN7SKP132	208
RN7SKP133	340
RN7SKP134	269
RN7SKP135	247
RN7SKP136	300
RN7SKP137	307
RN7SKP139	293
RN7SKP14	329
RN7SKP140	284
RN7SKP141	338
RN7SKP142	328
RN7SKP143	310
RN7SKP144	279
RN7SKP145	303
RN7SKP146	334
RN7SKP147	244
RN7SKP148	275
RN7SKP149	344
RN7SKP15	309
RN7SKP150	321
RN7SKP151	316
RN7SKP152	315
RN7SKP153	316
RN7SKP154	290
RN7SKP155	288
RN7SKP156	342
RN7SKP157	282
RN7SKP158	326
RN7SKP159	292
RN7SKP16	299
RN7SKP160	340
RN7SKP161	305
RN7SKP162	345
RN7SKP163	330
RN7SKP164	266
RN7SKP165	356
RN7SKP166	305
RN7SKP167	285
RN7SKP168	300
RN7SKP169	291
RN7SKP17	351
RN7SKP170	328
RN7SKP171	303
RN7SKP172	298
RN7SKP173	315
RN7SKP174	330
RN7SKP175	289
RN7SKP176	318
RN7SKP177	355
RN7SKP178	329
RN7SKP179	217
RN7SKP18	275
RN7SKP180	330
RN7SKP181	316
RN7SKP182	298
RN7SKP183	324
RN7SKP184	333
RN7SKP185	326
RN7SKP186	303
RN7SKP187	330
RN7SKP188	317
RN7SKP189	330
RN7SKP19	252
RN7SKP190	286
RN7SKP191	306
RN7SKP192	327
RN7SKP193	306
RN7SKP194	351
RN7SKP195	303
RN7SKP196	345
RN7SKP197	297
RN7SKP198	306
RN7SKP199	305
RN7SKP2	319
RN7SKP20	313
RN7SKP200	320
RN7SKP202	330
RN7SKP203	332
RN7SKP204	310
RN7SKP205	307
RN7SKP206	293
RN7SKP207	303
RN7SKP208	361
RN7SKP209	304
RN7SKP21	220
RN7SKP210	261
RN7SKP211	315
RN7SKP212	328
RN7SKP213	298
RN7SKP214	315
RN7SKP216	312
RN7SKP217	340
RN7SKP218	292
RN7SKP219	296
RN7SKP22	293
RN7SKP220	288
RN7SKP221	301
RN7SKP222	315
RN7SKP223	62
RN7SKP224	325
RN7SKP225	352
RN7SKP226	300
RN7SKP227	330
RN7SKP228	263
RN7SKP229	302
RN7SKP23	4301
RN7SKP230	335
RN7SKP231	277
RN7SKP232	290
RN7SKP233	110
RN7SKP234	224
RN7SKP235	305
RN7SKP236	284
RN7SKP237	301
RN7SKP238	249
RN7SKP239	295
RN7SKP24	284
RN7SKP240	375
RN7SKP241	291
RN7SKP242	289
RN7SKP243	309
RN7SKP244	307
RN7SKP245	320
RN7SKP246	317
RN7SKP247	308
RN7SKP248	305
RN7SKP249	355
RN7SKP25	308
RN7SKP250	321
RN7SKP251	314
RN7SKP252	327
RN7SKP253	309
RN7SKP254	310
RN7SKP255	313
RN7SKP256	314
RN7SKP257	309
RN7SKP258	304
RN7SKP259	333
RN7SKP26	293
RN7SKP260	149
RN7SKP261	278
RN7SKP262	283
RN7SKP263	309
RN7SKP264	289
RN7SKP265	223
RN7SKP266	287
RN7SKP267	285
RN7SKP268	316
RN7SKP269	319
RN7SKP27	333
RN7SKP270	312
RN7SKP271	320
RN7SKP272	232
RN7SKP273	314
RN7SKP275	301
RN7SKP276	268
RN7SKP277	283
RN7SKP278	342
RN7SKP279	298
RN7SKP28	305
RN7SKP280	304
RN7SKP281	352
RN7SKP282	299
RN7SKP283	270
RN7SKP284	343
RN7SKP285	318
RN7SKP286	299
RN7SKP287	266
RN7SKP288	268
RN7SKP289	295
RN7SKP29	272
RN7SKP290	195
RN7SKP291	327
RN7SKP292	317
RN7SKP293	296
RN7SKP294	338
RN7SKP295	153
RN7SKP296	341
RN7SKP297	282
RN7SKP298	94
RN7SKP299	301
RN7SKP3	358
RN7SKP30	334
RN7SKP31	278
RN7SKP32	303
RN7SKP33	340
RN7SKP34	244
RN7SKP35	151
RN7SKP36	312
RN7SKP37	296
RN7SKP38	309
RN7SKP39	322
RN7SKP4	322
RN7SKP40	242
RN7SKP42	300
RN7SKP43	320
RN7SKP44	316
RN7SKP45	304
RN7SKP46	234
RN7SKP47	328
RN7SKP48	328
RN7SKP49	260
RN7SKP5	272
RN7SKP50	315
RN7SKP51	304
RN7SKP52	250
RN7SKP53	315
RN7SKP54	269
RN7SKP55	307
RN7SKP56	331
RN7SKP57	293
RN7SKP58	305
RN7SKP59	314
RN7SKP6	319
RN7SKP60	239
RN7SKP61	295
RN7SKP62	329
RN7SKP63	301
RN7SKP64	328
RN7SKP65	313
RN7SKP66	231
RN7SKP67	235
RN7SKP68	307
RN7SKP69	305
RN7SKP7	285
RN7SKP70	271
RN7SKP71	318
RN7SKP72	292
RN7SKP73	292
RN7SKP74	309
RN7SKP75	296
RN7SKP76	323
RN7SKP77	353
RN7SKP78	318
RN7SKP79	336
RN7SKP8	358
RN7SKP80	283
RN7SKP81	331
RN7SKP82	223
RN7SKP83	178
RN7SKP85	318
RN7SKP86	332
RN7SKP87	301
RN7SKP88	250
RN7SKP89	242
RN7SKP9	299
RN7SKP90	335
RN7SKP91	288
RN7SKP92	244
RN7SKP93	309
RN7SKP94	284
RN7SKP95	303
RN7SKP96	297
RN7SKP97	333
RN7SKP98	156
RN7SKP99	307
RN7SL1	299
RN7SL100P	293
RN7SL101P	279
RN7SL104P	293
RN7SL105P	299
RN7SL106P	290
RN7SL107P	283
RN7SL108P	297
RN7SL110P	283
RN7SL111P	285
RN7SL113P	299
RN7SL116P	305
RN7SL117P	296
RN7SL118P	302
RN7SL11P	293
RN7SL120P	296
RN7SL121P	273
RN7SL122P	301
RN7SL123P	292
RN7SL124P	285
RN7SL125P	294
RN7SL126P	299
RN7SL127P	300
RN7SL128P	305
RN7SL12P	290
RN7SL130P	305
RN7SL131P	256
RN7SL132P	296
RN7SL134P	303
RN7SL135P	278
RN7SL138P	287
RN7SL140P	294
RN7SL141P	266
RN7SL143P	297
RN7SL144P	295
RN7SL145P	296
RN7SL146P	297
RN7SL147P	298
RN7SL148P	279
RN7SL149P	281
RN7SL14P	298
RN7SL150P	262
RN7SL151P	283
RN7SL152P	298
RN7SL153P	292
RN7SL154P	324
RN7SL155P	263
RN7SL156P	304
RN7SL159P	292
RN7SL15P	301
RN7SL160P	284
RN7SL162P	292
RN7SL163P	276
RN7SL164P	303
RN7SL165P	291
RN7SL166P	280
RN7SL167P	302
RN7SL168P	279
RN7SL169P	289
RN7SL16P	269
RN7SL170P	295
RN7SL172P	303
RN7SL173P	292
RN7SL174P	289
RN7SL176P	264
RN7SL177P	299
RN7SL178P	304
RN7SL180P	294
RN7SL181P	277
RN7SL182P	300
RN7SL183P	298
RN7SL184P	297
RN7SL185P	249
RN7SL186P	297
RN7SL187P	303
RN7SL188P	285
RN7SL189P	289
RN7SL18P	291
RN7SL190P	257
RN7SL191P	305
RN7SL192P	299
RN7SL193P	276
RN7SL196P	291
RN7SL197P	299
RN7SL198P	258
RN7SL199P	281
RN7SL19P	306
RN7SL2	300
RN7SL200P	288
RN7SL201P	296
RN7SL202P	262
RN7SL203P	296
RN7SL204P	262
RN7SL205P	284
RN7SL208P	296
RN7SL209P	276
RN7SL20P	297
RN7SL210P	288
RN7SL211P	276
RN7SL213P	317
RN7SL214P	265
RN7SL215P	298
RN7SL216P	298
RN7SL217P	286
RN7SL218P	299
RN7SL219P	296
RN7SL220P	300
RN7SL221P	281
RN7SL222P	299
RN7SL223P	294
RN7SL225P	298
RN7SL228P	303
RN7SL229P	299
RN7SL22P	269
RN7SL230P	303
RN7SL231P	272
RN7SL233P	277
RN7SL234P	295
RN7SL236P	284
RN7SL237P	287
RN7SL238P	290
RN7SL239P	300
RN7SL23P	275
RN7SL240P	286
RN7SL241P	236
RN7SL242P	297
RN7SL244P	297
RN7SL246P	296
RN7SL248P	329
RN7SL250P	258
RN7SL251P	297
RN7SL252P	297
RN7SL253P	296
RN7SL254P	284
RN7SL255P	296
RN7SL258P	300
RN7SL259P	253
RN7SL25P	260
RN7SL260P	282
RN7SL261P	282
RN7SL262P	294
RN7SL263P	290
RN7SL265P	300
RN7SL266P	289
RN7SL267P	261
RN7SL268P	298
RN7SL269P	305
RN7SL26P	307
RN7SL270P	281
RN7SL271P	295
RN7SL272P	289
RN7SL273P	299
RN7SL274P	272
RN7SL275P	335
RN7SL277P	288
RN7SL278P	296
RN7SL279P	284
RN7SL280P	288
RN7SL282P	297
RN7SL283P	303
RN7SL284P	275
RN7SL285P	264
RN7SL286P	291
RN7SL288P	291
RN7SL28P	298
RN7SL290P	300
RN7SL291P	289
RN7SL292P	266
RN7SL293P	281
RN7SL294P	295
RN7SL296P	299
RN7SL297P	293
RN7SL299P	280
RN7SL3	299
RN7SL300P	318
RN7SL301P	298
RN7SL302P	300
RN7SL303P	251
RN7SL304P	301
RN7SL305P	281
RN7SL306P	296
RN7SL307P	295
RN7SL308P	297
RN7SL309P	286
RN7SL30P	306
RN7SL310P	281
RN7SL311P	306
RN7SL313P	288
RN7SL314P	292
RN7SL316P	272
RN7SL317P	329
RN7SL318P	297
RN7SL319P	221
RN7SL320P	295
RN7SL321P	299
RN7SL322P	299
RN7SL323P	295
RN7SL325P	283
RN7SL326P	296
RN7SL327P	223
RN7SL328P	300
RN7SL329P	299
RN7SL32P	281
RN7SL330P	307
RN7SL331P	247
RN7SL332P	254
RN7SL333P	297
RN7SL334P	279
RN7SL335P	304
RN7SL336P	297
RN7SL337P	301
RN7SL338P	293
RN7SL339P	296
RN7SL33P	342
RN7SL340P	296
RN7SL341P	298
RN7SL342P	294
RN7SL343P	261
RN7SL344P	296
RN7SL346P	294
RN7SL34P	270
RN7SL350P	299
RN7SL351P	248
RN7SL352P	277
RN7SL353P	252
RN7SL354P	294
RN7SL356P	248
RN7SL357P	298
RN7SL359P	288
RN7SL35P	292
RN7SL361P	298
RN7SL362P	267
RN7SL363P	273
RN7SL364P	272
RN7SL366P	292
RN7SL368P	277
RN7SL369P	299
RN7SL36P	276
RN7SL370P	295
RN7SL371P	267
RN7SL372P	298
RN7SL375P	298
RN7SL376P	264
RN7SL377P	278
RN7SL378P	298
RN7SL379P	293
RN7SL37P	307
RN7SL380P	308
RN7SL381P	298
RN7SL382P	282
RN7SL383P	294
RN7SL384P	298
RN7SL385P	276
RN7SL386P	297
RN7SL387P	273
RN7SL388P	339
RN7SL38P	296
RN7SL390P	284
RN7SL391P	284
RN7SL392P	299
RN7SL393P	296
RN7SL394P	291
RN7SL395P	291
RN7SL396P	295
RN7SL397P	298
RN7SL398P	298
RN7SL399P	279
RN7SL39P	297
RN7SL400P	296
RN7SL401P	298
RN7SL402P	264
RN7SL403P	305
RN7SL404P	281
RN7SL405P	289
RN7SL408P	296
RN7SL40P	342
RN7SL411P	300
RN7SL413P	297
RN7SL414P	294
RN7SL415P	289
RN7SL416P	298
RN7SL417P	265
RN7SL418P	287
RN7SL419P	287
RN7SL41P	297
RN7SL420P	298
RN7SL422P	261
RN7SL423P	304
RN7SL424P	289
RN7SL426P	295
RN7SL428P	247
RN7SL429P	223
RN7SL42P	294
RN7SL430P	242
RN7SL431P	305
RN7SL432P	298
RN7SL434P	271
RN7SL435P	282
RN7SL43P	291
RN7SL440P	343
RN7SL441P	296
RN7SL442P	320
RN7SL443P	290
RN7SL444P	300
RN7SL445P	293
RN7SL446P	296
RN7SL447P	245
RN7SL448P	295
RN7SL449P	286
RN7SL44P	302
RN7SL451P	299
RN7SL452P	291
RN7SL453P	329
RN7SL454P	243
RN7SL455P	282
RN7SL456P	295
RN7SL457P	287
RN7SL459P	302
RN7SL45P	298
RN7SL460P	258
RN7SL461P	282
RN7SL462P	261
RN7SL464P	297
RN7SL465P	301
RN7SL466P	295
RN7SL468P	294
RN7SL469P	237
RN7SL470P	259
RN7SL471P	299
RN7SL472P	293
RN7SL473P	299
RN7SL474P	301
RN7SL475P	298
RN7SL477P	286
RN7SL478P	298
RN7SL479P	300
RN7SL47P	299
RN7SL480P	294
RN7SL481P	299
RN7SL482P	298
RN7SL483P	285
RN7SL484P	202
RN7SL487P	344
RN7SL488P	286
RN7SL489P	223
RN7SL48P	293
RN7SL491P	269
RN7SL492P	295
RN7SL493P	299
RN7SL494P	304
RN7SL495P	237
RN7SL496P	290
RN7SL497P	301
RN7SL498P	298
RN7SL499P	276
RN7SL49P	298
RN7SL4P	295
RN7SL502P	290
RN7SL503P	303
RN7SL504P	287
RN7SL505P	293
RN7SL507P	296
RN7SL508P	303
RN7SL509P	297
RN7SL50P	298
RN7SL510P	263
RN7SL513P	298
RN7SL515P	297
RN7SL516P	297
RN7SL517P	305
RN7SL518P	280
RN7SL519P	288
RN7SL51P	285
RN7SL520P	286
RN7SL521P	297
RN7SL523P	298
RN7SL524P	300
RN7SL525P	280
RN7SL526P	319
RN7SL52P	284
RN7SL530P	298
RN7SL531P	282
RN7SL535P	296
RN7SL536P	290
RN7SL538P	304
RN7SL539P	291
RN7SL541P	283
RN7SL542P	294
RN7SL543P	299
RN7SL544P	284
RN7SL545P	290
RN7SL546P	290
RN7SL547P	290
RN7SL549P	282
RN7SL551P	298
RN7SL552P	276
RN7SL553P	298
RN7SL554P	292
RN7SL555P	339
RN7SL556P	298
RN7SL557P	286
RN7SL558P	299
RN7SL559P	297
RN7SL55P	297
RN7SL560P	264
RN7SL561P	281
RN7SL563P	298
RN7SL564P	250
RN7SL565P	284
RN7SL566P	296
RN7SL567P	303
RN7SL568P	298
RN7SL569P	288
RN7SL570P	292
RN7SL571P	295
RN7SL573P	276
RN7SL574P	297
RN7SL575P	299
RN7SL577P	303
RN7SL578P	283
RN7SL57P	290
RN7SL580P	287
RN7SL581P	309
RN7SL582P	279
RN7SL583P	287
RN7SL584P	297
RN7SL585P	280
RN7SL586P	296
RN7SL587P	281
RN7SL589P	310
RN7SL58P	294
RN7SL591P	292
RN7SL592P	281
RN7SL594P	287
RN7SL596P	288
RN7SL597P	296
RN7SL598P	294
RN7SL5P	321
